input
rotation 1-6-4 to 550-035-307  >> rotation: [ 1-6-4 ] -- [550-035-307 ] .
rotation 1-1-05  >> rotation: [ 1-1-05 ] .
rotation 45-84-58 to 7-592-30  >> rotation: [ 45-84-58 ] -- [7-592-30 ] .
rotation 7-45-10 to 15-02-89  >> rotation: [ 7-45-10 ] -- [15-02-89 ] .
rotation 02-4-309  >> rotation: [ 02-4-309 ] .
rotation 39-112-7 to 057-0-59  >> rotation: [ 39-112-7 ] -- [057-0-59 ] .
rotation 587-299-2 to 62-9-407  >> rotation: [ 587-299-2 ] -- [62-9-407 ] .
rotation 145-05-6  >> rotation: [ 145-05-6 ] .
rotation 342-377-7 to 160-06-764  >> rotation: [ 342-377-7 ] -- [160-06-764 ] .
rotation 39-4-547 to 1-729-52  >> rotation: [ 39-4-547 ] -- [1-729-52 ] .
rotation 67-1-3 to 9-12-09  >> rotation: [ 67-1-3 ] -- [9-12-09 ] .
rotation 7-33-5 to 45-7-513  >> rotation: [ 7-33-5 ] -- [45-7-513 ] .
rotation 603-3-95 to 10-62-990  >> rotation: [ 603-3-95 ] -- [10-62-990 ] .
rotation 06-9-281  >> rotation: [ 06-9-281 ] .
rotation 59-45-0 to 1-00-519  >> rotation: [ 59-45-0 ] -- [1-00-519 ] .
rotation 62-387-8 to 231-875-916  >> rotation: [ 62-387-8 ] -- [231-875-916 ] .
rotation 6-797-0  >> rotation: [ 6-797-0 ] .
rotation 03-319-2 to 398-7-363  >> rotation: [ 03-319-2 ] -- [398-7-363 ] .
rotation 04-413-341  >> rotation: [ 04-413-341 ] .
rotation 490-4-596  >> rotation: [ 490-4-596 ] .
rotation 746-1-5 to 07-6-983  >> rotation: [ 746-1-5 ] -- [07-6-983 ] .
rotation 3-15-5  >> rotation: [ 3-15-5 ] .
rotation 865-565-74  >> rotation: [ 865-565-74 ] .
rotation 88-33-13  >> rotation: [ 88-33-13 ] .
rotation 503-968-02  >> rotation: [ 503-968-02 ] .
rotation 6-218-089  >> rotation: [ 6-218-089 ] .
rotation 563-96-81  >> rotation: [ 563-96-81 ] .
rotation 0-74-807  >> rotation: [ 0-74-807 ] .
rotation 87-4-46  >> rotation: [ 87-4-46 ] .
rotation 15-735-989  >> rotation: [ 15-735-989 ] .
rotation 37-82-344  >> rotation: [ 37-82-344 ] .
rotation 54-176-1 to 96-58-6  >> rotation: [ 54-176-1 ] -- [96-58-6 ] .
rotation 21-45-739  >> rotation: [ 21-45-739 ] .
rotation 03-1-8  >> rotation: [ 03-1-8 ] .
rotation 443-8-6 to 091-47-789  >> rotation: [ 443-8-6 ] -- [091-47-789 ] .
rotation 5-98-71  >> rotation: [ 5-98-71 ] .
rotation 9-0-437 to 85-163-69  >> rotation: [ 9-0-437 ] -- [85-163-69 ] .
rotation 16-58-557  >> rotation: [ 16-58-557 ] .
rotation 95-27-204  >> rotation: [ 95-27-204 ] .
rotation 9-9-7  >> rotation: [ 9-9-7 ] .
rotation 587-3-3  >> rotation: [ 587-3-3 ] .
rotation 685-08-70  >> rotation: [ 685-08-70 ] .
rotation 46-7-923 to 1-42-9  >> rotation: [ 46-7-923 ] -- [1-42-9 ] .
rotation 167-030-64  >> rotation: [ 167-030-64 ] .
rotation 4-23-35  >> rotation: [ 4-23-35 ] .
rotation 27-213-95  >> rotation: [ 27-213-95 ] .
rotation 0-59-099 to 80-7-9  >> rotation: [ 0-59-099 ] -- [80-7-9 ] .
rotation 785-87-7  >> rotation: [ 785-87-7 ] .
rotation 166-7-9  >> rotation: [ 166-7-9 ] .
rotation 432-93-7  >> rotation: [ 432-93-7 ] .
rotation 8-89-90  >> rotation: [ 8-89-90 ] .
rotation 735-967-970  >> rotation: [ 735-967-970 ] .
rotation 33-4-0 to 40-6-80  >> rotation: [ 33-4-0 ] -- [40-6-80 ] .
rotation 04-9-7 to 77-372-0  >> rotation: [ 04-9-7 ] -- [77-372-0 ] .
rotation 0-78-9  >> rotation: [ 0-78-9 ] .
rotation 32-8-056  >> rotation: [ 32-8-056 ] .
rotation 532-22-4 to 412-1-8  >> rotation: [ 532-22-4 ] -- [412-1-8 ] .
rotation 20-9-393 to 1-96-8  >> rotation: [ 20-9-393 ] -- [1-96-8 ] .
rotation 1-748-189  >> rotation: [ 1-748-189 ] .
rotation 6-5-6  >> rotation: [ 6-5-6 ] .
rotation 492-393-965 to 7-35-02  >> rotation: [ 492-393-965 ] -- [7-35-02 ] .
rotation 7-83-2  >> rotation: [ 7-83-2 ] .
rotation 976-89-1 to 398-34-88  >> rotation: [ 976-89-1 ] -- [398-34-88 ] .
rotation 710-7-457 to 06-8-02  >> rotation: [ 710-7-457 ] -- [06-8-02 ] .
rotation 006-09-14  >> rotation: [ 006-09-14 ] .
rotation 48-016-489  >> rotation: [ 48-016-489 ] .
rotation 58-687-47 to 63-14-0  >> rotation: [ 58-687-47 ] -- [63-14-0 ] .
rotation 955-32-19  >> rotation: [ 955-32-19 ] .
rotation 06-9-02 to 055-509-038  >> rotation: [ 06-9-02 ] -- [055-509-038 ] .
rotation 0-58-09 to 1-8-199  >> rotation: [ 0-58-09 ] -- [1-8-199 ] .
rotation 0-671-7 to 008-683-3  >> rotation: [ 0-671-7 ] -- [008-683-3 ] .
rotation 3-0-6 to 99-61-509  >> rotation: [ 3-0-6 ] -- [99-61-509 ] .
rotation 6-3-10 to 38-24-30  >> rotation: [ 6-3-10 ] -- [38-24-30 ] .
rotation 388-5-192  >> rotation: [ 388-5-192 ] .
rotation 98-3-67 to 7-84-14  >> rotation: [ 98-3-67 ] -- [7-84-14 ] .
rotation 8-6-60  >> rotation: [ 8-6-60 ] .
rotation 36-877-30 to 2-17-5  >> rotation: [ 36-877-30 ] -- [2-17-5 ] .
rotation 86-0-503  >> rotation: [ 86-0-503 ] .
rotation 736-145-75 to 03-13-27  >> rotation: [ 736-145-75 ] -- [03-13-27 ] .
rotation 6-705-703 to 32-132-40  >> rotation: [ 6-705-703 ] -- [32-132-40 ] .
rotation 46-362-3  >> rotation: [ 46-362-3 ] .
rotation 4-83-3  >> rotation: [ 4-83-3 ] .
rotation 813-0-07  >> rotation: [ 813-0-07 ] .
rotation 0-3-174  >> rotation: [ 0-3-174 ] .
rotation 598-113-08  >> rotation: [ 598-113-08 ] .
rotation 06-733-68  >> rotation: [ 06-733-68 ] .
rotation 98-261-04  >> rotation: [ 98-261-04 ] .
rotation 2-62-7 to 098-316-824  >> rotation: [ 2-62-7 ] -- [098-316-824 ] .
rotation 2-61-484 to 23-1-3  >> rotation: [ 2-61-484 ] -- [23-1-3 ] .
rotation 74-2-675  >> rotation: [ 74-2-675 ] .
rotation 3-8-7 to 4-26-27  >> rotation: [ 3-8-7 ] -- [4-26-27 ] .
rotation 1-89-77 to 62-1-17  >> rotation: [ 1-89-77 ] -- [62-1-17 ] .
rotation 1-69-629 to 65-2-8  >> rotation: [ 1-69-629 ] -- [65-2-8 ] .
rotation 956-319-741 to 0-6-13  >> rotation: [ 956-319-741 ] -- [0-6-13 ] .
rotation 349-099-34  >> rotation: [ 349-099-34 ] .
rotation 898-834-6  >> rotation: [ 898-834-6 ] .
rotation 3-39-8 to 05-815-273  >> rotation: [ 3-39-8 ] -- [05-815-273 ] .
rotation 08-98-069 to 55-0-687  >> rotation: [ 08-98-069 ] -- [55-0-687 ] .
rotation 41-742-1 to 4-377-4  >> rotation: [ 41-742-1 ] -- [4-377-4 ] .
rotation 974-954-831 to 456-710-10  >> rotation: [ 974-954-831 ] -- [456-710-10 ] .
rotation 3-3-89 to 583-26-9  >> rotation: [ 3-3-89 ] -- [583-26-9 ] .
rotation 95-196-64 to 64-104-30  >> rotation: [ 95-196-64 ] -- [64-104-30 ] .
rotation 694-346-9 to 571-1-202  >> rotation: [ 694-346-9 ] -- [571-1-202 ] .
rotation 863-6-10  >> rotation: [ 863-6-10 ] .
rotation 1-138-743 to 8-60-350  >> rotation: [ 1-138-743 ] -- [8-60-350 ] .
rotation 3-67-863 to 59-79-18  >> rotation: [ 3-67-863 ] -- [59-79-18 ] .
rotation 0-282-21  >> rotation: [ 0-282-21 ] .
rotation 12-0-393  >> rotation: [ 12-0-393 ] .
rotation 829-65-6  >> rotation: [ 829-65-6 ] .
rotation 371-61-0 to 17-2-643  >> rotation: [ 371-61-0 ] -- [17-2-643 ] .
rotation 558-4-071  >> rotation: [ 558-4-071 ] .
rotation 27-22-920  >> rotation: [ 27-22-920 ] .
rotation 6-5-54  >> rotation: [ 6-5-54 ] .
rotation 741-0-57 to 474-072-1  >> rotation: [ 741-0-57 ] -- [474-072-1 ] .
rotation 5-11-382  >> rotation: [ 5-11-382 ] .
rotation 020-6-447 to 60-26-239  >> rotation: [ 020-6-447 ] -- [60-26-239 ] .
rotation 054-56-9  >> rotation: [ 054-56-9 ] .
rotation 5-959-501 to 186-482-6  >> rotation: [ 5-959-501 ] -- [186-482-6 ] .
rotation 01-6-3 to 25-2-506  >> rotation: [ 01-6-3 ] -- [25-2-506 ] .
rotation 7-37-0  >> rotation: [ 7-37-0 ] .
rotation 4-28-802  >> rotation: [ 4-28-802 ] .
rotation 6-220-3 to 834-404-747  >> rotation: [ 6-220-3 ] -- [834-404-747 ] .
rotation 41-21-2 to 659-17-984  >> rotation: [ 41-21-2 ] -- [659-17-984 ] .
rotation 1-3-505 to 2-31-18  >> rotation: [ 1-3-505 ] -- [2-31-18 ] .
rotation 4-088-58  >> rotation: [ 4-088-58 ] .
rotation 9-747-9 to 47-582-2  >> rotation: [ 9-747-9 ] -- [47-582-2 ] .
rotation 6-55-588 to 10-7-0  >> rotation: [ 6-55-588 ] -- [10-7-0 ] .
rotation 49-6-589  >> rotation: [ 49-6-589 ] .
rotation 1-22-1 to 5-92-11  >> rotation: [ 1-22-1 ] -- [5-92-11 ] .
rotation 656-8-345  >> rotation: [ 656-8-345 ] .
rotation 872-8-417  >> rotation: [ 872-8-417 ] .
rotation 4-562-2  >> rotation: [ 4-562-2 ] .
rotation 539-973-618 to 374-23-00  >> rotation: [ 539-973-618 ] -- [374-23-00 ] .
rotation 701-3-2 to 3-7-4  >> rotation: [ 701-3-2 ] -- [3-7-4 ] .
rotation 3-810-7 to 193-723-8  >> rotation: [ 3-810-7 ] -- [193-723-8 ] .
rotation 9-19-6 to 841-29-814  >> rotation: [ 9-19-6 ] -- [841-29-814 ] .
rotation 1-2-0  >> rotation: [ 1-2-0 ] .
rotation 957-077-048 to 333-336-9  >> rotation: [ 957-077-048 ] -- [333-336-9 ] .
rotation 275-0-902 to 98-329-4  >> rotation: [ 275-0-902 ] -- [98-329-4 ] .
rotation 020-01-779  >> rotation: [ 020-01-779 ] .
rotation 03-69-34 to 6-8-29  >> rotation: [ 03-69-34 ] -- [6-8-29 ] .
rotation 1-79-598  >> rotation: [ 1-79-598 ] .
rotation 6-1-2  >> rotation: [ 6-1-2 ] .
rotation 545-14-0 to 2-2-04  >> rotation: [ 545-14-0 ] -- [2-2-04 ] .
rotation 0-1-805  >> rotation: [ 0-1-805 ] .
rotation 54-256-043 to 5-963-96  >> rotation: [ 54-256-043 ] -- [5-963-96 ] .
rotation 0-797-1  >> rotation: [ 0-797-1 ] .
rotation 7-074-25 to 716-1-700  >> rotation: [ 7-074-25 ] -- [716-1-700 ] .
rotation 9-0-521  >> rotation: [ 9-0-521 ] .
rotation 75-9-8  >> rotation: [ 75-9-8 ] .
rotation 622-885-719  >> rotation: [ 622-885-719 ] .
rotation 234-06-7 to 22-57-9  >> rotation: [ 234-06-7 ] -- [22-57-9 ] .
rotation 695-9-7 to 9-27-820  >> rotation: [ 695-9-7 ] -- [9-27-820 ] .
rotation 1-115-943 to 8-1-373  >> rotation: [ 1-115-943 ] -- [8-1-373 ] .
rotation 90-4-897 to 9-9-052  >> rotation: [ 90-4-897 ] -- [9-9-052 ] .
rotation 0-8-757 to 290-0-7  >> rotation: [ 0-8-757 ] -- [290-0-7 ] .
rotation 999-2-663  >> rotation: [ 999-2-663 ] .
rotation 91-7-71  >> rotation: [ 91-7-71 ] .
rotation 1-88-84 to 27-00-07  >> rotation: [ 1-88-84 ] -- [27-00-07 ] .
rotation 83-011-042 to 698-9-1  >> rotation: [ 83-011-042 ] -- [698-9-1 ] .
rotation 62-524-978 to 729-91-147  >> rotation: [ 62-524-978 ] -- [729-91-147 ] .
rotation 229-4-63 to 13-9-8  >> rotation: [ 229-4-63 ] -- [13-9-8 ] .
rotation 540-00-2  >> rotation: [ 540-00-2 ] .
rotation 9-86-2  >> rotation: [ 9-86-2 ] .
rotation 40-3-059 to 618-8-145  >> rotation: [ 40-3-059 ] -- [618-8-145 ] .
rotation 08-8-92  >> rotation: [ 08-8-92 ] .
rotation 328-055-6 to 882-58-1  >> rotation: [ 328-055-6 ] -- [882-58-1 ] .
rotation 0-8-99 to 263-93-5  >> rotation: [ 0-8-99 ] -- [263-93-5 ] .
rotation 32-88-505 to 99-151-81  >> rotation: [ 32-88-505 ] -- [99-151-81 ] .
rotation 4-7-0 to 5-145-8  >> rotation: [ 4-7-0 ] -- [5-145-8 ] .
rotation 56-233-633 to 47-1-39  >> rotation: [ 56-233-633 ] -- [47-1-39 ] .
rotation 254-384-7 to 497-51-5  >> rotation: [ 254-384-7 ] -- [497-51-5 ] .
rotation 85-444-57  >> rotation: [ 85-444-57 ] .
rotation 3-814-47  >> rotation: [ 3-814-47 ] .
rotation 52-48-851  >> rotation: [ 52-48-851 ] .
rotation 63-4-4 to 8-5-516  >> rotation: [ 63-4-4 ] -- [8-5-516 ] .
rotation 86-0-58 to 0-0-6  >> rotation: [ 86-0-58 ] -- [0-0-6 ] .
rotation 6-13-8 to 70-92-35  >> rotation: [ 6-13-8 ] -- [70-92-35 ] .
rotation 621-509-3 to 4-81-87  >> rotation: [ 621-509-3 ] -- [4-81-87 ] .
rotation 11-7-5  >> rotation: [ 11-7-5 ] .
rotation 65-51-0 to 30-65-4  >> rotation: [ 65-51-0 ] -- [30-65-4 ] .
rotation 8-8-68  >> rotation: [ 8-8-68 ] .
rotation 6-61-37  >> rotation: [ 6-61-37 ] .
rotation 277-0-9 to 0-59-15  >> rotation: [ 277-0-9 ] -- [0-59-15 ] .
rotation 05-947-770  >> rotation: [ 05-947-770 ] .
rotation 7-57-0 to 991-30-88  >> rotation: [ 7-57-0 ] -- [991-30-88 ] .
rotation 706-53-351 to 292-2-1  >> rotation: [ 706-53-351 ] -- [292-2-1 ] .
rotation 38-538-85 to 2-77-3  >> rotation: [ 38-538-85 ] -- [2-77-3 ] .
rotation 3-03-1 to 6-143-9  >> rotation: [ 3-03-1 ] -- [6-143-9 ] .
rotation 0-4-3  >> rotation: [ 0-4-3 ] .
rotation 3-832-268 to 819-225-277  >> rotation: [ 3-832-268 ] -- [819-225-277 ] .
rotation 391-638-0 to 4-579-85  >> rotation: [ 391-638-0 ] -- [4-579-85 ] .
rotation 1-7-6 to 040-39-33  >> rotation: [ 1-7-6 ] -- [040-39-33 ] .
rotation 63-289-46 to 84-10-9  >> rotation: [ 63-289-46 ] -- [84-10-9 ] .
rotation 3-35-6  >> rotation: [ 3-35-6 ] .
rotation 9-43-2 to 4-28-38  >> rotation: [ 9-43-2 ] -- [4-28-38 ] .
rotation 289-715-152 to 3-96-1  >> rotation: [ 289-715-152 ] -- [3-96-1 ] .
rotation 61-31-9 to 49-8-376  >> rotation: [ 61-31-9 ] -- [49-8-376 ] .
rotation 3-73-919  >> rotation: [ 3-73-919 ] .
rotation 59-643-558 to 6-950-67  >> rotation: [ 59-643-558 ] -- [6-950-67 ] .
rotation 9-9-284  >> rotation: [ 9-9-284 ] .
rotation 3-0-807  >> rotation: [ 3-0-807 ] .
rotation 79-1-15 to 4-053-99  >> rotation: [ 79-1-15 ] -- [4-053-99 ] .
rotation 18-8-2  >> rotation: [ 18-8-2 ] .
rotation 797-67-5  >> rotation: [ 797-67-5 ] .
rotation 9-3-941  >> rotation: [ 9-3-941 ] .
rotation 06-78-011 to 1-1-39  >> rotation: [ 06-78-011 ] -- [1-1-39 ] .
rotation 55-9-11 to 22-7-098  >> rotation: [ 55-9-11 ] -- [22-7-098 ] .
rotation 10-1-4 to 16-19-15  >> rotation: [ 10-1-4 ] -- [16-19-15 ] .
rotation 9-307-061  >> rotation: [ 9-307-061 ] .
rotation 109-940-14 to 75-148-391  >> rotation: [ 109-940-14 ] -- [75-148-391 ] .
rotation 11-3-30 to 91-92-65  >> rotation: [ 11-3-30 ] -- [91-92-65 ] .
rotation 45-57-7  >> rotation: [ 45-57-7 ] .
rotation 042-6-667 to 1-993-6  >> rotation: [ 042-6-667 ] -- [1-993-6 ] .
rotation 99-025-3 to 855-718-347  >> rotation: [ 99-025-3 ] -- [855-718-347 ] .
rotation 5-5-776 to 70-8-910  >> rotation: [ 5-5-776 ] -- [70-8-910 ] .
rotation 577-9-3  >> rotation: [ 577-9-3 ] .
rotation 07-204-48 to 27-596-16  >> rotation: [ 07-204-48 ] -- [27-596-16 ] .
rotation 1-3-82  >> rotation: [ 1-3-82 ] .
rotation 490-42-7 to 3-34-903  >> rotation: [ 490-42-7 ] -- [3-34-903 ] .
rotation 3-06-69  >> rotation: [ 3-06-69 ] .
rotation 26-826-75  >> rotation: [ 26-826-75 ] .
rotation 4-2-924 to 037-82-4  >> rotation: [ 4-2-924 ] -- [037-82-4 ] .
rotation 12-957-576 to 446-5-2  >> rotation: [ 12-957-576 ] -- [446-5-2 ] .
rotation 5-14-4 to 726-9-56  >> rotation: [ 5-14-4 ] -- [726-9-56 ] .
rotation 4-525-3  >> rotation: [ 4-525-3 ] .
rotation 1-4-74 to 77-0-96  >> rotation: [ 1-4-74 ] -- [77-0-96 ] .
rotation 32-1-687 to 494-44-5  >> rotation: [ 32-1-687 ] -- [494-44-5 ] .
rotation 769-8-9 to 03-59-3  >> rotation: [ 769-8-9 ] -- [03-59-3 ] .
rotation 795-5-71 to 9-229-77  >> rotation: [ 795-5-71 ] -- [9-229-77 ] .
rotation 352-4-973  >> rotation: [ 352-4-973 ] .
rotation 3-4-28  >> rotation: [ 3-4-28 ] .
rotation 150-13-1 to 09-48-621  >> rotation: [ 150-13-1 ] -- [09-48-621 ] .
rotation 31-86-3  >> rotation: [ 31-86-3 ] .
rotation 71-58-2 to 22-81-9  >> rotation: [ 71-58-2 ] -- [22-81-9 ] .
rotation 032-60-35 to 2-7-0  >> rotation: [ 032-60-35 ] -- [2-7-0 ] .
rotation 453-79-3 to 695-206-983  >> rotation: [ 453-79-3 ] -- [695-206-983 ] .
rotation 9-4-4  >> rotation: [ 9-4-4 ] .
rotation 302-945-43 to 7-371-261  >> rotation: [ 302-945-43 ] -- [7-371-261 ] .
rotation 71-453-63  >> rotation: [ 71-453-63 ] .
rotation 2-463-4  >> rotation: [ 2-463-4 ] .
rotation 8-6-552 to 157-285-7  >> rotation: [ 8-6-552 ] -- [157-285-7 ] .
rotation 54-604-03 to 177-4-39  >> rotation: [ 54-604-03 ] -- [177-4-39 ] .
rotation 8-277-711 to 71-370-9  >> rotation: [ 8-277-711 ] -- [71-370-9 ] .
rotation 749-215-684  >> rotation: [ 749-215-684 ] .
rotation 1-6-30 to 58-384-31  >> rotation: [ 1-6-30 ] -- [58-384-31 ] .
rotation 112-055-6 to 6-253-1  >> rotation: [ 112-055-6 ] -- [6-253-1 ] .
rotation 809-5-501 to 404-329-608  >> rotation: [ 809-5-501 ] -- [404-329-608 ] .
rotation 9-6-60 to 319-1-16  >> rotation: [ 9-6-60 ] -- [319-1-16 ] .
rotation 66-264-789 to 648-65-4  >> rotation: [ 66-264-789 ] -- [648-65-4 ] .
rotation 76-1-4  >> rotation: [ 76-1-4 ] .
rotation 946-8-426 to 6-1-007  >> rotation: [ 946-8-426 ] -- [6-1-007 ] .
rotation 30-013-67  >> rotation: [ 30-013-67 ] .
rotation 163-939-98 to 295-7-037  >> rotation: [ 163-939-98 ] -- [295-7-037 ] .
rotation 056-10-58  >> rotation: [ 056-10-58 ] .
rotation 6-903-121  >> rotation: [ 6-903-121 ] .
rotation 435-235-1  >> rotation: [ 435-235-1 ] .
rotation 7-8-259  >> rotation: [ 7-8-259 ] .
rotation 09-632-954 to 16-812-6  >> rotation: [ 09-632-954 ] -- [16-812-6 ] .
rotation 4-2-472 to 69-12-31  >> rotation: [ 4-2-472 ] -- [69-12-31 ] .
rotation 8-5-41  >> rotation: [ 8-5-41 ] .
rotation 7-2-13 to 261-688-393  >> rotation: [ 7-2-13 ] -- [261-688-393 ] .
rotation 049-589-983 to 03-594-035  >> rotation: [ 049-589-983 ] -- [03-594-035 ] .
rotation 741-82-57 to 354-0-767  >> rotation: [ 741-82-57 ] -- [354-0-767 ] .
rotation 5-77-2 to 9-965-612  >> rotation: [ 5-77-2 ] -- [9-965-612 ] .
rotation 62-28-416 to 57-73-35  >> rotation: [ 62-28-416 ] -- [57-73-35 ] .
rotation 00-665-766  >> rotation: [ 00-665-766 ] .
rotation 598-0-2 to 8-03-8  >> rotation: [ 598-0-2 ] -- [8-03-8 ] .
rotation 3-64-2 to 26-7-52  >> rotation: [ 3-64-2 ] -- [26-7-52 ] .
rotation 530-5-4  >> rotation: [ 530-5-4 ] .
rotation 736-6-97  >> rotation: [ 736-6-97 ] .
rotation 166-1-589 to 40-100-791  >> rotation: [ 166-1-589 ] -- [40-100-791 ] .
rotation 836-324-19  >> rotation: [ 836-324-19 ] .
rotation 9-2-0 to 58-013-6  >> rotation: [ 9-2-0 ] -- [58-013-6 ] .
rotation 5-8-413 to 0-3-622  >> rotation: [ 5-8-413 ] -- [0-3-622 ] .
rotation 470-988-32 to 0-47-6  >> rotation: [ 470-988-32 ] -- [0-47-6 ] .
rotation 03-6-7  >> rotation: [ 03-6-7 ] .
rotation 3-436-1  >> rotation: [ 3-436-1 ] .
rotation 6-7-77  >> rotation: [ 6-7-77 ] .
rotation 515-8-6 to 590-8-46  >> rotation: [ 515-8-6 ] -- [590-8-46 ] .
rotation 35-782-24 to 97-573-05  >> rotation: [ 35-782-24 ] -- [97-573-05 ] .
rotation 3-2-90 to 87-376-0  >> rotation: [ 3-2-90 ] -- [87-376-0 ] .
rotation 46-01-8  >> rotation: [ 46-01-8 ] .
rotation 9-694-84 to 21-1-4  >> rotation: [ 9-694-84 ] -- [21-1-4 ] .
rotation 690-44-95  >> rotation: [ 690-44-95 ] .
rotation 7-600-725 to 6-87-00  >> rotation: [ 7-600-725 ] -- [6-87-00 ] .
rotation 5-439-9  >> rotation: [ 5-439-9 ] .
rotation 5-983-26 to 132-48-35  >> rotation: [ 5-983-26 ] -- [132-48-35 ] .
rotation 9-183-331 to 629-65-962  >> rotation: [ 9-183-331 ] -- [629-65-962 ] .
rotation 4-39-978  >> rotation: [ 4-39-978 ] .
rotation 726-89-291 to 38-759-228  >> rotation: [ 726-89-291 ] -- [38-759-228 ] .
rotation 965-5-31 to 541-1-6  >> rotation: [ 965-5-31 ] -- [541-1-6 ] .
rotation 10-308-46 to 0-50-4  >> rotation: [ 10-308-46 ] -- [0-50-4 ] .
rotation 3-209-6  >> rotation: [ 3-209-6 ] .
rotation 29-114-796 to 9-3-51  >> rotation: [ 29-114-796 ] -- [9-3-51 ] .
rotation 9-59-78  >> rotation: [ 9-59-78 ] .
rotation 52-55-1 to 3-44-1  >> rotation: [ 52-55-1 ] -- [3-44-1 ] .
rotation 85-172-3 to 32-843-021  >> rotation: [ 85-172-3 ] -- [32-843-021 ] .
rotation 21-683-68 to 41-57-8  >> rotation: [ 21-683-68 ] -- [41-57-8 ] .
rotation 075-2-8  >> rotation: [ 075-2-8 ] .
rotation 97-301-068 to 289-25-2  >> rotation: [ 97-301-068 ] -- [289-25-2 ] .
rotation 471-31-544 to 4-167-698  >> rotation: [ 471-31-544 ] -- [4-167-698 ] .
rotation 92-2-09  >> rotation: [ 92-2-09 ] .
rotation 5-36-811 to 582-28-69  >> rotation: [ 5-36-811 ] -- [582-28-69 ] .
rotation 429-43-24  >> rotation: [ 429-43-24 ] .
rotation 7-515-6  >> rotation: [ 7-515-6 ] .
rotation 42-885-47 to 56-051-322  >> rotation: [ 42-885-47 ] -- [56-051-322 ] .
rotation 7-387-8 to 61-528-738  >> rotation: [ 7-387-8 ] -- [61-528-738 ] .
rotation 698-950-0  >> rotation: [ 698-950-0 ] .
rotation 70-0-8  >> rotation: [ 70-0-8 ] .
rotation 52-6-690  >> rotation: [ 52-6-690 ] .
rotation 4-598-5  >> rotation: [ 4-598-5 ] .
rotation 889-556-232 to 90-93-590  >> rotation: [ 889-556-232 ] -- [90-93-590 ] .
rotation 43-2-855 to 9-056-91  >> rotation: [ 43-2-855 ] -- [9-056-91 ] .
rotation 23-1-4 to 4-051-9  >> rotation: [ 23-1-4 ] -- [4-051-9 ] .
rotation 57-898-50  >> rotation: [ 57-898-50 ] .
rotation 7-489-50  >> rotation: [ 7-489-50 ] .
rotation 13-60-0 to 492-782-2  >> rotation: [ 13-60-0 ] -- [492-782-2 ] .
